185 Knoten
354 Kanten

  Essen                      6.998592   51.449581   
  75     Strausberg               Pasewalk                      133      
  76     Fuerstenwalde            Zeuthen                        46      
  77     Fuerstenwalde            Cottbus                        84      
  78     Zeuthen                  Wittenberg                    102      
  79     Leipzig1                 Leipzig2                       17      
  80     Leipzig1                 Delitzsch                      23      
  81     Leipzig2                 Brandis                        21      
  82     Leipzig2                 Weissenfels                    42      
  83     Leipzig2                 Chemnitz                       99      
  84     Delitzsch                Brandis                        30      
  85     Delitzsch                Halle/Saale                    30      
  86     Brandis                  Wittenberg                     89      
  87     Brandis                  Dresden                       135      
  88     Brandis                  Gera                           96      
  89     Weissenfels              Halle/Saale                    36      
  90     Weissenfels              Erfurt2                        84      
  91     Weissenfels              Gera                           42      
  92     Halle/Saale              Wittenberg                     76      
  93     Halle/Saale              Magdeburg                      90      
  94     Wittenberg               Dresden                       138      
  95     Dresden                  Cottbus                       108      
  96     Dresden                  Loebau                         84      
  97     Dresden                  Chemnitz                       72      
  98     Cottbus                  Goerlitz                       90      
  99     Goerlitz                 Loebau                         25      
 100     Erfurt1                  Erfurt2                         7      
 101     Erfurt1                  Gera                           90      
 102     Erfurt1                  Suhl                           57      
 103     Erfurt2                  Kassel2                       137      
 104     Gera                     Chemnitz                       72      
 105     Gera                     Bayreuth                      140      
 106     Suhl                     Hildburghausen                 24      
 107     Suhl                     Fulda2                         87      
 108     Hildburghausen           Chemnitz                      189      
 109     Hildburghausen           Bad_Kissingen                  55      
 110     Rostock                  Ribnitz-Damgarten              32      
 111     Rostock                  Wismar                         56      
 112     Rostock                  Zwiedorf                      126      
 113     Ribnitz-Damgarten        Pasewalk                      177      
 114     Wismar                   Schwerin                       32      
 115     Wismar                   Luebeck                        60      
 116     Schwerin                 Parchim                        45      
 117     Schwerin                 Schwarzenbek                   75      
 118     Parchim                  Stendal                       106      
 119     Parchim                  Zwiedorf                      111      
 120     Parchim                  Uelzen                        120      
 121     Magdeburg                Stendal                        66      
 122     Magdeburg                Seesen                        142      
 123     Stendal                  Gifhorn                       108      
 124     Zwiedorf                 Pasewalk                       56      
 125     Hamburg1                 Hamburg2                        4      
 126     Hamburg1                 Hamburg4                        8      
 127     Hamburg2                 Hamburg3                       22      
 128     Hamburg2                 Hamburg4                        9      
 129     Hamburg2                 Hamburg5                       17      
 130     Hamburg2                 Buchholz-Trelde                36      
 131     Hamburg2                 Kaltenkirchen                  32      
 132     Hamburg2                 Wietzendorf                    82      
 133     Hamburg3                 Hamburg4                       10      
 134     Hamburg3                 Schwarzenbek                   20      
 135     Hamburg3                 Buchholz-Trelde                36      
 136     Hamburg3                 Luebeck                        62      
 137     Hamburg3                 Uelzen                         81      
 138     Hamburg4                 Hamburg5                       22      
 139     Hamburg5                 Buchholz-Trelde                39      
 140     Hamburg5                 Kaltenkirchen                  32      
 141     Hamburg5                 Bremen                        113      
 142     Hamburg5                 Gnarrenburg-Klenkendorf        69      
 143     Hamburg5                 Heide                          99      
 144     Schwarzenbek             Luebeck                        54      
 145     Schwarzenbek             Uelzen                         72      
 146     Buchholz-Trelde          Nienburg                       98      
 147     Kaltenkirchen            Rendsburg                      69      
 148     Kaltenkirchen            Luebeck                        61      
 149     Bremen                   Friesoythe                     74      
 150     Bremen                   Bremerhaven                    61      
 151     Bremen                   Nienburg                       72      
 152     Bremen                   Wietzendorf                    97      
 153     Kiel                     Rendsburg                      38      
 154     Kiel                     Luebeck                        77      
 155     Kiel                     Flensburg2                     81      
 156     Rendsburg                Flensburg1                     72      
 157     Rendsburg                Heide                          49      
 158     Oldenburg                Westerstede                    29      
 159     Oldenburg                Friesoythe                     33      
 160     Oldenburg                Gnarrenburg-Klenkendorf        72      
 161     Oldenburg                Osnabrueck                    120      
 162     Westerstede              Bremerhaven                    48      
 163     Westerstede              Leer                           58      
 164     Westerstede              Norden                         86      
 165     Friesoythe               Leer                           44      
 166     Friesoythe               Lingen                         77      
 167     Flensburg1               Flensburg2                      9      
 168     Flensburg2               Heide                          82      
 169     Bremerhaven              Bederkesa                      23      
 170     Bederkesa                Gnarrenburg-Klenkendorf        34      
 171     Bederkesa                Heide                          83      
 172     Leer                     Norden                         60      
 173     Leer                     Lingen                         98      
 174     Nienburg                 Hannover1                      51      
 175     Nienburg                 Gifhorn                       108      
 176     Nienburg                 Osnabrueck                    108      
 177     Nienburg                 Minden                         56      
 178     Hannover1                Hannover2                       6      
 179     Hannover1                Braunschweig                   69      
 180     Hannover2                Hildesheim                     35      
 181     Hannover2                Hameln                         57      
 182     Hannover2                Wietzendorf                    70      
 183     Hannover2                Gifhorn                        63      
 184     Hannover2                Minden                         81      
 185     Hildesheim               Hameln                         46      
 186     Hildesheim               Seesen                         42      
 187     Hameln                   Bielefeld                      65      
 188     Hameln                   Trendelburg                    70      
 189     Wietzendorf              Uelzen                         54      
 190     Bielefeld                Paderborn                      86      
 191     Bielefeld                Osnabrueck                     50      
 192     Bielefeld                Minden                         44      
 193     Paderborn                Kassel1                        83      
 194     Paderborn                Trendelburg                    66      
 195     Paderborn                Minden                         79      
 196     Braunschweig             Gifhorn                        33      
 197     Braunschweig             Seesen                         67      
 198     Gifhorn                  Uelzen                         67      
 199     Seesen                   Goettingen                     52      
 200     Seesen                   Trendelburg                    70      
 201     Osnabrueck               Lingen                         67      
 202     Goettingen               Kassel2                        56      
 203     Goettingen               Trendelburg                    55      
 204     Kassel1                  Kassel2                        12      
 205     Kassel1                  Trendelburg                    44      
 206     Kassel1                  Jesberg                        54      
 207     Kassel2                  Fulda2                        108      
 208     Kassel2                  Jesberg                        52      
 209     Trendelburg              Braunfels                     168      
 210     Aschaffenburg            Hammersbach                    43      
 211     Aschaffenburg            Frankfurt/Main2                47      
 212     Aschaffenburg            Schwaebisch_Hall              135      
 213     Aschaffenburg            Wuerzburg                      72      
 214     Reichelsheim             Hammersbach                    21      
 215     Reichelsheim             Linden                         36      
 216     Reichelsheim             Frankfurt/Main2                36      
 217     Roedermark               Ludwigshafen                   85      
 218     Roedermark               Frankfurt/Main1                22      
 219     Roedermark               Frankfurt/Main3                27      
 220     Usingen                  Wiesbaden                      37      
 221     Usingen                  Linden                         30      
 223     Usingen                  Braunfels                      27      
 224     Usingen                  Frankfurt/Main3                35      
 225     Wiesbaden                Mainz                          14      
 226     Wiesbaden                Frankfurt/Main3                37      
 227     Mainz                    Bad_Kreuznach                  39      
 228     Mainz                    Frankfurt/Main3                38      
 229     Hammersbach              Fulda2                         72      
 230     Hammersbach              Jesberg                       100      
 231     Hammersbach              Frankfurt/Main1                34      
 232     Hammersbach              Frankfurt/Main2                34      
 233     Hammersbach              Bad_Kissingen                  96      
 234     Ladenburg                Mannheim1                      15      
 235     Ladenburg                Frankfurt/Main3                81      
 236     Ladenburg                Stuttgart3                    112      
 237     Ludwigshafen             Mannheim2                       7      
 238     Ludwigshafen             Mannheim3                       1      
 239     Mannheim1                Mannheim2                       7      
 240     Mannheim1                Mannheim3                       1      
 241     Mannheim2                Hochspeyer                     43      
 242     Mannheim2                Woellstein                     70      
 243     Mannheim2                Heilbronn                      84      
 244     Mannheim3                Karlsruhe                      65      
 245     Mosbach                  Frankfurt/Main1               136      
 246     Mosbach                  Heilbronn                      32      
 247     Mosbach                  Backnang                       66      
 248     Hochspeyer               Kaiserslautern                 10      
 249     Hochspeyer               Bretten                        84      
 250     Kaiserslautern           Bad_Kreuznach                  53      
 251     Kaiserslautern           Saarbruecken                   70      
 252     Linden                   Giessen                         6      
 253     Linden                   Jesberg                        68      
 254     Giessen                  Braunfels                      27      
 255     Giessen                  Fulda1                         85      
 256     Trier                    Gerolstein                     66      
 257     Trier                    Kastellaun                     80      
 258     Trier                    Lebach                         58      
 259     Fulda1                   Fulda2                          4      
 260     Fulda2                   Hammelburg                     66      
 261     Woellstein               Bad_Kreuznach                  10      
 262     Bad_Kreuznach            Kastellaun                     58      
 263     Saarbruecken             Homburg                        31      
 264     Saarbruecken             Lebach                         29      
 265     Homburg                  Lebach                         47      
 266     Homburg                  Karlsruhe                     113      
 267     Frankfurt/Main1          Frankfurt/Main2                 4      
 268     Frankfurt/Main1          Frankfurt/Main3                10      
 269     Frankfurt/Main2          Frankfurt/Main3                11      
 270     Stuttgart1               Stuttgart2                      4      
 271     Stuttgart1               Neckartenzlingen               25      
 272     Stuttgart2               Stuttgart3                     13      
 273     Stuttgart2               Ludwigsburg                    10      
 274     Stuttgart2               Goeppingen                     54      
 275     Stuttgart2               Karlsruhe                      77      
 276     Stuttgart3               Rottweil                       91      
 277     Neckartenzlingen         Goeppingen                     46      
 278     Neckartenzlingen         Bretten                        75      
 279     Neckartenzlingen         Offenburg                     123      
 280     Neckartenzlingen         Wessobrunn                    185      
 281     Heilbronn                Ludwigsburg                    39      
 282     Heilbronn                Backnang                       36      
 283     Heilbronn                Bretten                        58      
 284     Heilbronn                Schwaebisch_Hall               51      
 285     Ludwigsburg              Backnang                       22      
 286     Goeppingen               Biberach                       56      
 287     Goeppingen               Schwaebisch_Hall               57      
 288     Backnang                 Augsburg                      140      
 289     Karlsruhe                Bretten                        25      
 290     Karlsruhe                Offenburg                      56      
 291     Biberach                 Ravensburg                     89      
 292     Biberach                 Augsburg                       72      
 293     Biberach                 Memmingen                      52      
 294     Rottweil                 Ravensburg                    101      
 295     Rottweil                 Donaueschingen                 32      
 296     Rottweil                 Offenburg                      75      
 297     Tuttlingen               Saulgau                        61      
 298     Tuttlingen               Donaueschingen                 31      
 299     Ravensburg               Saulgau                        34      
 300     Ravensburg               Kempten                        62      
 301     Saulgau                  Memmingen                      62      
 302     Freiburg                 Donaueschingen                 64      
 303     Freiburg                 Offenburg                      64      
 304     Schwaebisch_Hall         Monheim                       104      
 305     Schwaebisch_Hall         Wuerzburg                      90      
 306     Schwaebisch_Hall         Ansbach2                       81      
 307     Waakirchen               Traunstein                     96      
 308     Waakirchen               Wessobrunn                     66      
 309     Waakirchen               Muenchen                       54      
 310     Augsburg                 Diessen                        88      
 311     Augsburg                 Muenchen                       77      
 312     Augsburg                 Donauwoerth                    39      
 313     Kempten                  Memmingen                      34      
 314     Kempten                  Wessobrunn                     72      
 315     Memmingen                Diessen                        87      
 316     Ingolstadt-Zuchering     Mainburg                       32      
 317     Ingolstadt-Zuchering     Muenchen                       83      
 318     Ingolstadt-Zuchering     Monheim                        52      
 319     Ingolstadt-Zuchering     Nuernberg1                    113      
 320     Passau                   Muehldorf                     111      
 321     Passau                   Plattling                      59      
 322     Traunstein               Muehldorf                      53      
 323     Muehldorf                Landshut                       49      
 324     Muehldorf                Muenchen                       98      
 325     Landshut                 Mainburg                       36      
 326     Landshut                 Plattling                      72      
 327     Mainburg                 Muenchen                       69      
 328     Mainburg                 Regensburg2                    50      
 329     Diessen                  Weilheim                       11      
 330     Diessen                  Muenchen                       62      
 331     Wessobrunn               Weilheim                       10      
 332     Donauwoerth              Monheim                        22      
 333     Monheim                  Ansbach2                       65      
 334     Nuernberg1               Nuernberg2                      5      
 335     Nuernberg1               Rosstal                        23      
 336     Nuernberg1               Bayreuth                       78      
 337     Nuernberg1               Bad_Kissingen                 157      
 338     Nuernberg2               Rosstal                        20      
 339     Nuernberg2               Regensburg2                   104      
 340     Nuernberg2               Frensdorf                      53      
 341     Rosstal                  Ansbach1                       28      
 342     Rosstal                  Ansbach2                       31      
 343     Bayreuth                 Bamberg                        66      
 344     Bayreuth                 Weiden                         58      
 345     Wuerzburg                Frensdorf                      86      
 346     Wuerzburg                Hammelburg                     45      
 347     Wuerzburg                Ansbach2                       72      
 348     Regensburg1              Regensburg2                     6      
 349     Regensburg1              Weiden                         94      
 350     Regensburg2              Deggendorf                     83      
 351     Frensdorf                Bamberg                        12      
 352     Bamberg                  Bad_Kissingen                  90      
 353     Bad_Kissingen            Hammelburg                     18      
 354     Ansbach1                 Ansbach2                        2      
 355     Deggendorf               Plattling                      14      


